RUN	pokemonapi.RefulTask	refultask	1720827144073	 	3.11.3
USER	Task API Test	START	1720827166342
REQUEST		POST task	1720827166058	1720827166370	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827166371
ERROR	GET task: No attribute named 'thiis' is defined 	1720827166371
USER	Task API Test	END	1720827166371
USER	Task API Test	START	1720827166372
REQUEST		POST task	1720827166094	1720827166419	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827166419
ERROR	GET task: No attribute named 'thiis' is defined 	1720827166419
USER	Task API Test	END	1720827166420
USER	Task API Test	START	1720827166420
REQUEST		POST task	1720827166180	1720827166568	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827166569
ERROR	GET task: No attribute named 'thiis' is defined 	1720827166569
USER	Task API Test	END	1720827166570
USER	Task API Test	START	1720827166570
REQUEST		POST task	1720827166293	1720827166606	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827166607
ERROR	GET task: No attribute named 'thiis' is defined 	1720827166607
USER	Task API Test	END	1720827166607
USER	Task API Test	START	1720827166608
REQUEST		POST task	1720827166336	1720827166636	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827166637
ERROR	GET task: No attribute named 'thiis' is defined 	1720827166637
USER	Task API Test	END	1720827166637
USER	Task API Test	START	1720827166638
REQUEST		POST task	1720827165627	1720827166683	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827166683
ERROR	GET task: No attribute named 'thiis' is defined 	1720827166683
USER	Task API Test	END	1720827166684
USER	Task API Test	START	1720827166684
REQUEST		POST task	1720827166372	1720827166696	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827166697
ERROR	GET task: No attribute named 'thiis' is defined 	1720827166697
USER	Task API Test	END	1720827166697
USER	Task API Test	START	1720827166697
REQUEST		POST task	1720827166420	1720827166734	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827166735
ERROR	GET task: No attribute named 'thiis' is defined 	1720827166735
USER	Task API Test	END	1720827166735
USER	Task API Test	START	1720827166736
REQUEST		POST task	1720827165857	1720827166890	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827166891
ERROR	GET task: No attribute named 'thiis' is defined 	1720827166891
USER	Task API Test	END	1720827166891
USER	Task API Test	START	1720827166892
REQUEST		POST task	1720827166570	1720827166897	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827166897
ERROR	GET task: No attribute named 'thiis' is defined 	1720827166897
USER	Task API Test	END	1720827166898
USER	Task API Test	START	1720827166898
REQUEST		POST task	1720827166684	1720827167004	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827167005
ERROR	GET task: No attribute named 'thiis' is defined 	1720827167005
USER	Task API Test	END	1720827167005
USER	Task API Test	START	1720827167006
REQUEST		POST task	1720827166608	1720827167007	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827167007
ERROR	GET task: No attribute named 'thiis' is defined 	1720827167007
USER	Task API Test	END	1720827167007
USER	Task API Test	START	1720827167008
REQUEST		POST task	1720827166736	1720827167058	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827167059
ERROR	GET task: No attribute named 'thiis' is defined 	1720827167059
USER	Task API Test	END	1720827167059
USER	Task API Test	START	1720827167060
REQUEST		POST task	1720827166048	1720827167101	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827167101
ERROR	GET task: No attribute named 'thiis' is defined 	1720827167101
USER	Task API Test	END	1720827167102
USER	Task API Test	START	1720827167102
REQUEST		POST task	1720827166891	1720827167207	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827167208
ERROR	GET task: No attribute named 'thiis' is defined 	1720827167208
USER	Task API Test	END	1720827167208
USER	Task API Test	START	1720827167209
REQUEST		POST task	1720827166898	1720827167221	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827167221
ERROR	GET task: No attribute named 'thiis' is defined 	1720827167221
USER	Task API Test	END	1720827167222
USER	Task API Test	START	1720827167222
REQUEST		POST task	1720827166237	1720827167320	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827167321
ERROR	GET task: No attribute named 'thiis' is defined 	1720827167321
USER	Task API Test	END	1720827167321
USER	Task API Test	START	1720827167322
REQUEST		POST task	1720827167008	1720827167332	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827167333
ERROR	GET task: No attribute named 'thiis' is defined 	1720827167333
USER	Task API Test	END	1720827167333
REQUEST		POST task	1720827167006	1720827167333	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827167333
ERROR	GET task: No attribute named 'thiis' is defined 	1720827167333
USER	Task API Test	END	1720827167334
USER	Task API Test	START	1720827167334
USER	Task API Test	START	1720827167334
REQUEST		POST task	1720827166342	1720827167354	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827167354
ERROR	GET task: No attribute named 'thiis' is defined 	1720827167354
USER	Task API Test	END	1720827167354
USER	Task API Test	START	1720827167355
REQUEST		POST task	1720827167059	1720827167384	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827167384
ERROR	GET task: No attribute named 'thiis' is defined 	1720827167385
USER	Task API Test	END	1720827167385
USER	Task API Test	START	1720827167386
REQUEST		POST task	1720827167102	1720827167439	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827167439
ERROR	GET task: No attribute named 'thiis' is defined 	1720827167439
USER	Task API Test	END	1720827167440
USER	Task API Test	START	1720827167441
REQUEST		POST task	1720827167334	1720827167653	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827167653
ERROR	GET task: No attribute named 'thiis' is defined 	1720827167653
USER	Task API Test	END	1720827167654
REQUEST		POST task	1720827167321	1720827167654	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827167655
ERROR	GET task: No attribute named 'thiis' is defined 	1720827167655
USER	Task API Test	START	1720827167655
USER	Task API Test	END	1720827167655
USER	Task API Test	START	1720827167655
REQUEST		POST task	1720827167355	1720827167682	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827167683
ERROR	GET task: No attribute named 'thiis' is defined 	1720827167683
USER	Task API Test	END	1720827167683
USER	Task API Test	START	1720827167684
REQUEST		POST task	1720827166638	1720827167714	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827167714
ERROR	GET task: No attribute named 'thiis' is defined 	1720827167714
USER	Task API Test	END	1720827167715
USER	Task API Test	START	1720827167715
REQUEST		POST task	1720827166697	1720827167765	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827167765
ERROR	GET task: No attribute named 'thiis' is defined 	1720827167765
USER	Task API Test	END	1720827167766
USER	Task API Test	START	1720827167767
REQUEST		POST task	1720827167440	1720827167772	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827167773
ERROR	GET task: No attribute named 'thiis' is defined 	1720827167773
USER	Task API Test	END	1720827167773
USER	Task API Test	START	1720827167774
REQUEST		POST task	1720827167655	1720827167981	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827167982
ERROR	GET task: No attribute named 'thiis' is defined 	1720827167982
USER	Task API Test	END	1720827167982
USER	Task API Test	START	1720827167983
REQUEST		POST task	1720827167654	1720827167991	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827167992
ERROR	GET task: No attribute named 'thiis' is defined 	1720827167992
USER	Task API Test	END	1720827167993
USER	Task API Test	START	1720827167994
REQUEST		POST task	1720827167683	1720827168014	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168015
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168015
USER	Task API Test	END	1720827168015
USER	Task API Test	START	1720827168016
REQUEST		POST task	1720827167715	1720827168046	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168047
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168047
USER	Task API Test	END	1720827168047
USER	Task API Test	START	1720827168048
REQUEST		POST task	1720827167773	1720827168098	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168099
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168099
USER	Task API Test	END	1720827168099
USER	Task API Test	START	1720827168100
REQUEST		POST task	1720827167209	1720827168262	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168263
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168263
USER	Task API Test	END	1720827168263
USER	Task API Test	START	1720827168264
REQUEST		POST task	1720827167222	1720827168285	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168285
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168285
USER	Task API Test	END	1720827168286
USER	Task API Test	START	1720827168286
REQUEST		POST task	1720827167983	1720827168295	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168296
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168296
USER	Task API Test	END	1720827168296
USER	Task API Test	START	1720827168297
REQUEST		POST task	1720827167993	1720827168315	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168315
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168315
USER	Task API Test	END	1720827168315
USER	Task API Test	START	1720827168316
REQUEST		POST task	1720827168016	1720827168344	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168344
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168344
USER	Task API Test	END	1720827168345
USER	Task API Test	START	1720827168345
REQUEST		POST task	1720827168047	1720827168373	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168373
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168373
USER	Task API Test	END	1720827168373
USER	Task API Test	START	1720827168374
REQUEST		POST task	1720827167385	1720827168394	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168395
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168395
USER	Task API Test	END	1720827168395
USER	Task API Test	START	1720827168395
REQUEST		POST task	1720827168099	1720827168428	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168429
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168429
USER	Task API Test	END	1720827168429
USER	Task API Test	START	1720827168430
REQUEST		POST task	1720827167334	1720827168439	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168440
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168440
USER	Task API Test	END	1720827168440
USER	Task API Test	START	1720827168441
REQUEST		POST task	1720827168263	1720827168589	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168589
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168590
USER	Task API Test	END	1720827168590
USER	Task API Test	START	1720827168591
REQUEST		POST task	1720827168297	1720827168611	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168611
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168612
USER	Task API Test	END	1720827168612
USER	Task API Test	START	1720827168612
REQUEST		POST task	1720827168316	1720827168638	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168638
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168638
USER	Task API Test	END	1720827168638
USER	Task API Test	START	1720827168639
REQUEST		POST task	1720827168345	1720827168690	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168690
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168690
USER	Task API Test	END	1720827168691
USER	Task API Test	START	1720827168692
REQUEST		POST task	1720827168374	1720827168702	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168703
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168703
USER	Task API Test	END	1720827168703
USER	Task API Test	START	1720827168704
REQUEST		POST task	1720827168440	1720827168756	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168756
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168756
USER	Task API Test	END	1720827168757
USER	Task API Test	START	1720827168757
REQUEST		POST task	1720827167766	1720827168801	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168801
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168801
USER	Task API Test	END	1720827168801
USER	Task API Test	START	1720827168802
REQUEST		POST task	1720827168590	1720827168911	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168912
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168912
USER	Task API Test	END	1720827168912
USER	Task API Test	START	1720827168913
REQUEST		POST task	1720827168612	1720827168925	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168926
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168926
USER	Task API Test	END	1720827168926
USER	Task API Test	START	1720827168927
REQUEST		POST task	1720827168639	1720827168985	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827168985
ERROR	GET task: No attribute named 'thiis' is defined 	1720827168985
USER	Task API Test	END	1720827168985
USER	Task API Test	START	1720827168986
REQUEST		POST task	1720827168703	1720827169017	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827169017
ERROR	GET task: No attribute named 'thiis' is defined 	1720827169017
USER	Task API Test	END	1720827169018
USER	Task API Test	START	1720827169018
REQUEST		POST task	1720827168691	1720827169023	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827169024
ERROR	GET task: No attribute named 'thiis' is defined 	1720827169024
USER	Task API Test	END	1720827169024
USER	Task API Test	START	1720827169024
REQUEST		POST task	1720827168802	1720827169120	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827169120
ERROR	GET task: No attribute named 'thiis' is defined 	1720827169120
USER	Task API Test	END	1720827169121
USER	Task API Test	START	1720827169121
REQUEST		POST task	1720827168913	1720827169217	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827169218
ERROR	GET task: No attribute named 'thiis' is defined 	1720827169218
USER	Task API Test	END	1720827169218
USER	Task API Test	START	1720827169219
REQUEST		POST task	1720827168986	1720827169313	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827169313
ERROR	GET task: No attribute named 'thiis' is defined 	1720827169313
USER	Task API Test	END	1720827169314
USER	Task API Test	START	1720827169314
REQUEST		POST task	1720827169018	1720827169346	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827169346
ERROR	GET task: No attribute named 'thiis' is defined 	1720827169346
USER	Task API Test	END	1720827169346
USER	Task API Test	START	1720827169347
REQUEST		POST task	1720827168395	1720827169348	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827169349
ERROR	GET task: No attribute named 'thiis' is defined 	1720827169349
USER	Task API Test	END	1720827169349
USER	Task API Test	START	1720827169349
REQUEST		POST task	1720827168286	1720827169385	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827169386
ERROR	GET task: No attribute named 'thiis' is defined 	1720827169386
USER	Task API Test	END	1720827169386
USER	Task API Test	START	1720827169387
REQUEST		POST task	1720827168430	1720827169499	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827169500
ERROR	GET task: No attribute named 'thiis' is defined 	1720827169500
USER	Task API Test	END	1720827169500
USER	Task API Test	START	1720827169501
REQUEST		POST task	1720827169219	1720827169535	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827169536
ERROR	GET task: No attribute named 'thiis' is defined 	1720827169536
USER	Task API Test	END	1720827169536
USER	Task API Test	START	1720827169536
REQUEST		POST task	1720827169349	1720827169660	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827169661
ERROR	GET task: No attribute named 'thiis' is defined 	1720827169661
USER	Task API Test	END	1720827169661
REQUEST		POST task	1720827169347	1720827169661	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827169661
ERROR	GET task: No attribute named 'thiis' is defined 	1720827169661
USER	Task API Test	END	1720827169661
USER	Task API Test	START	1720827169661
USER	Task API Test	START	1720827169662
REQUEST		POST task	1720827169386	1720827169708	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827169708
ERROR	GET task: No attribute named 'thiis' is defined 	1720827169708
USER	Task API Test	END	1720827169708
USER	Task API Test	START	1720827169709
REQUEST		POST task	1720827168757	1720827169778	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827169778
ERROR	GET task: No attribute named 'thiis' is defined 	1720827169778
USER	Task API Test	END	1720827169778
USER	Task API Test	START	1720827169779
REQUEST		POST task	1720827169500	1720827169825	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827169825
ERROR	GET task: No attribute named 'thiis' is defined 	1720827169825
USER	Task API Test	END	1720827169826
USER	Task API Test	START	1720827169826
REQUEST		POST task	1720827169536	1720827169869	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827169870
ERROR	GET task: No attribute named 'thiis' is defined 	1720827169870
USER	Task API Test	END	1720827169870
USER	Task API Test	START	1720827169870
REQUEST		POST task	1720827168926	1720827169871	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827169872
ERROR	GET task: No attribute named 'thiis' is defined 	1720827169872
USER	Task API Test	END	1720827169872
USER	Task API Test	START	1720827169872
REQUEST		POST task	1720827169661	1720827169968	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827169968
ERROR	GET task: No attribute named 'thiis' is defined 	1720827169968
USER	Task API Test	END	1720827169969
USER	Task API Test	START	1720827169969
REQUEST		POST task	1720827169661	1720827169983	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827169983
ERROR	GET task: No attribute named 'thiis' is defined 	1720827169983
USER	Task API Test	END	1720827169983
USER	Task API Test	START	1720827169984
REQUEST		POST task	1720827169709	1720827170023	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170023
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170023
USER	Task API Test	END	1720827170023
USER	Task API Test	START	1720827170024
REQUEST		POST task	1720827169024	1720827170060	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170061
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170061
USER	Task API Test	END	1720827170061
USER	Task API Test	START	1720827170062
REQUEST		POST task	1720827169779	1720827170101	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170102
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170102
USER	Task API Test	END	1720827170102
USER	Task API Test	START	1720827170103
REQUEST		POST task	1720827169826	1720827170122	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170123
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170123
USER	Task API Test	END	1720827170123
USER	Task API Test	START	1720827170123
REQUEST		POST task	1720827169872	1720827170183	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170183
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170183
USER	Task API Test	END	1720827170184
USER	Task API Test	START	1720827170184
REQUEST		POST task	1720827169969	1720827170302	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170303
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170303
USER	Task API Test	END	1720827170303
USER	Task API Test	START	1720827170304
REQUEST		POST task	1720827169314	1720827170324	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170324
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170324
USER	Task API Test	END	1720827170324
USER	Task API Test	START	1720827170325
REQUEST		POST task	1720827170024	1720827170344	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170345
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170345
USER	Task API Test	END	1720827170345
USER	Task API Test	START	1720827170346
REQUEST		POST task	1720827170062	1720827170374	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170375
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170375
USER	Task API Test	END	1720827170375
USER	Task API Test	START	1720827170376
REQUEST		POST task	1720827170123	1720827170427	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170428
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170428
USER	Task API Test	END	1720827170429
USER	Task API Test	START	1720827170430
REQUEST		POST task	1720827170184	1720827170500	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170500
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170500
USER	Task API Test	END	1720827170501
USER	Task API Test	START	1720827170501
REQUEST		POST task	1720827169121	1720827170563	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170564
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170564
USER	Task API Test	END	1720827170564
USER	Task API Test	START	1720827170565
REQUEST		POST task	1720827170303	1720827170613	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170614
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170614
USER	Task API Test	END	1720827170614
USER	Task API Test	START	1720827170615
REQUEST		POST task	1720827170325	1720827170654	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170654
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170654
USER	Task API Test	END	1720827170654
USER	Task API Test	START	1720827170655
REQUEST		POST task	1720827170345	1720827170662	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170662
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170662
USER	Task API Test	END	1720827170663
USER	Task API Test	START	1720827170663
REQUEST		POST task	1720827170375	1720827170693	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170693
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170693
USER	Task API Test	END	1720827170694
USER	Task API Test	START	1720827170694
REQUEST		POST task	1720827170429	1720827170752	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170753
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170753
USER	Task API Test	END	1720827170753
USER	Task API Test	START	1720827170754
REQUEST		POST task	1720827170501	1720827170824	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170825
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170825
USER	Task API Test	END	1720827170825
USER	Task API Test	START	1720827170826
REQUEST		POST task	1720827170564	1720827170887	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170888
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170888
USER	Task API Test	END	1720827170888
USER	Task API Test	START	1720827170889
REQUEST		POST task	1720827169870	1720827170900	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170900
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170900
USER	Task API Test	END	1720827170901
USER	Task API Test	START	1720827170901
REQUEST		POST task	1720827170614	1720827170934	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170934
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170934
USER	Task API Test	END	1720827170935
USER	Task API Test	START	1720827170935
REQUEST		POST task	1720827169984	1720827170972	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170972
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170972
USER	Task API Test	END	1720827170973
USER	Task API Test	START	1720827170973
REQUEST		POST task	1720827170655	1720827170982	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170982
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170982
USER	Task API Test	END	1720827170982
USER	Task API Test	START	1720827170983
REQUEST		POST task	1720827170663	1720827170989	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827170990
ERROR	GET task: No attribute named 'thiis' is defined 	1720827170990
USER	Task API Test	END	1720827170990
USER	Task API Test	START	1720827170991
REQUEST		POST task	1720827170694	1720827171005	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171005
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171005
USER	Task API Test	END	1720827171005
USER	Task API Test	START	1720827171006
REQUEST		POST task	1720827170754	1720827171081	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171082
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171082
USER	Task API Test	END	1720827171082
USER	Task API Test	START	1720827171083
REQUEST		POST task	1720827170103	1720827171144	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171144
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171144
USER	Task API Test	END	1720827171145
USER	Task API Test	START	1720827171145
REQUEST		POST task	1720827170889	1720827171221	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171222
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171222
USER	Task API Test	END	1720827171222
USER	Task API Test	START	1720827171223
REQUEST		POST task	1720827170901	1720827171226	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171226
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171226
USER	Task API Test	END	1720827171227
USER	Task API Test	START	1720827171227
REQUEST		POST task	1720827170935	1720827171255	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171256
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171256
USER	Task API Test	END	1720827171256
USER	Task API Test	START	1720827171256
REQUEST		POST task	1720827170983	1720827171303	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171304
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171304
