RUN	pokemonapi.RefulTask	refultask	1720828363966	 	3.11.3
REQUEST		POST task	1720828385453	1720828385749	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828385750
ERROR	GET task: No attribute named 'thiis' is defined 	1720828385750
REQUEST		POST task	1720828385456	1720828385750	KO	status.find.is(200), but actually found 405
USER	Task API Test	END	1720828385750
USER	Task API Test	START	1720828385751
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828385751
ERROR	GET task: No attribute named 'thiis' is defined 	1720828385751
USER	Task API Test	END	1720828385751
USER	Task API Test	START	1720828385751
REQUEST		POST task	1720828384826	1720828385766	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828385767
ERROR	GET task: No attribute named 'thiis' is defined 	1720828385767
USER	Task API Test	END	1720828385768
USER	Task API Test	START	1720828385768
REQUEST		POST task	1720828385483	1720828385785	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828385786
ERROR	GET task: No attribute named 'thiis' is defined 	1720828385786
USER	Task API Test	END	1720828385786
USER	Task API Test	START	1720828385786
REQUEST		POST task	1720828385591	1720828385884	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828385885
ERROR	GET task: No attribute named 'thiis' is defined 	1720828385885
USER	Task API Test	END	1720828385885
USER	Task API Test	START	1720828385886
REQUEST		POST task	1720828385598	1720828385887	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828385887
ERROR	GET task: No attribute named 'thiis' is defined 	1720828385887
USER	Task API Test	END	1720828385887
USER	Task API Test	START	1720828385888
REQUEST		POST task	1720828385620	1720828385918	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828385918
ERROR	GET task: No attribute named 'thiis' is defined 	1720828385918
USER	Task API Test	END	1720828385918
USER	Task API Test	START	1720828385919
REQUEST		POST task	1720828385751	1720828386035	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828386035
ERROR	GET task: No attribute named 'thiis' is defined 	1720828386035
USER	Task API Test	END	1720828386035
USER	Task API Test	START	1720828386036
REQUEST		POST task	1720828385750	1720828386048	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828386048
ERROR	GET task: No attribute named 'thiis' is defined 	1720828386048
USER	Task API Test	END	1720828386049
USER	Task API Test	START	1720828386049
REQUEST		POST task	1720828385768	1720828386067	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828386068
ERROR	GET task: No attribute named 'thiis' is defined 	1720828386068
USER	Task API Test	END	1720828386068
USER	Task API Test	START	1720828386069
REQUEST		POST task	1720828385786	1720828386073	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828386073
ERROR	GET task: No attribute named 'thiis' is defined 	1720828386073
USER	Task API Test	END	1720828386073
USER	Task API Test	START	1720828386074
REQUEST		POST task	1720828385116	1720828386115	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828386116
ERROR	GET task: No attribute named 'thiis' is defined 	1720828386116
USER	Task API Test	END	1720828386116
USER	Task API Test	START	1720828386117
REQUEST		POST task	1720828385888	1720828386170	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828386171
ERROR	GET task: No attribute named 'thiis' is defined 	1720828386171
REQUEST		POST task	1720828385885	1720828386171	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828386171
ERROR	GET task: No attribute named 'thiis' is defined 	1720828386171
USER	Task API Test	END	1720828386171
USER	Task API Test	END	1720828386172
USER	Task API Test	START	1720828386172
USER	Task API Test	START	1720828386172
REQUEST		POST task	1720828385918	1720828386210	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828386210
ERROR	GET task: No attribute named 'thiis' is defined 	1720828386210
USER	Task API Test	END	1720828386211
USER	Task API Test	START	1720828386211
REQUEST		POST task	1720828386036	1720828386340	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828386340
ERROR	GET task: No attribute named 'thiis' is defined 	1720828386340
USER	Task API Test	END	1720828386341
USER	Task API Test	START	1720828386341
REQUEST		POST task	1720828386049	1720828386353	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828386353
ERROR	GET task: No attribute named 'thiis' is defined 	1720828386353
USER	Task API Test	END	1720828386354
USER	Task API Test	START	1720828386354
REQUEST		POST task	1720828386172	1720828386444	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828386445
ERROR	GET task: No attribute named 'thiis' is defined 	1720828386445
USER	Task API Test	END	1720828386445
USER	Task API Test	START	1720828386446
REQUEST		POST task	1720828386211	1720828386507	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828386508
ERROR	GET task: No attribute named 'thiis' is defined 	1720828386508
USER	Task API Test	END	1720828386508
USER	Task API Test	START	1720828386509
REQUEST		POST task	1720828385709	1720828386653	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828386654
ERROR	GET task: No attribute named 'thiis' is defined 	1720828386654
USER	Task API Test	END	1720828386654
REQUEST		POST task	1720828386354	1720828386653	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828386655
ERROR	GET task: No attribute named 'thiis' is defined 	1720828386655
USER	Task API Test	END	1720828386655
USER	Task API Test	START	1720828386655
USER	Task API Test	START	1720828386656
REQUEST		POST task	1720828385707	1720828386702	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828386702
ERROR	GET task: No attribute named 'thiis' is defined 	1720828386702
USER	Task API Test	END	1720828386703
USER	Task API Test	START	1720828386703
REQUEST		POST task	1720828386446	1720828386746	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828386747
ERROR	GET task: No attribute named 'thiis' is defined 	1720828386747
USER	Task API Test	END	1720828386747
USER	Task API Test	START	1720828386747
REQUEST		POST task	1720828386508	1720828386805	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828386805
ERROR	GET task: No attribute named 'thiis' is defined 	1720828386805
USER	Task API Test	END	1720828386805
USER	Task API Test	START	1720828386806
REQUEST		POST task	1720828386655	1720828386951	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828386951
ERROR	GET task: No attribute named 'thiis' is defined 	1720828386951
USER	Task API Test	END	1720828386952
USER	Task API Test	START	1720828386952
REQUEST		POST task	1720828386655	1720828386958	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828386959
ERROR	GET task: No attribute named 'thiis' is defined 	1720828386959
USER	Task API Test	END	1720828386959
USER	Task API Test	START	1720828386959
REQUEST		POST task	1720828386068	1720828386991	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828386992
ERROR	GET task: No attribute named 'thiis' is defined 	1720828386992
USER	Task API Test	END	1720828386992
USER	Task API Test	START	1720828386993
REQUEST		POST task	1720828386703	1720828387012	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828387012
ERROR	GET task: No attribute named 'thiis' is defined 	1720828387012
USER	Task API Test	END	1720828387012
USER	Task API Test	START	1720828387013
REQUEST		POST task	1720828386074	1720828387026	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828387027
ERROR	GET task: No attribute named 'thiis' is defined 	1720828387027
USER	Task API Test	END	1720828387027
USER	Task API Test	START	1720828387027
REQUEST		POST task	1720828386747	1720828387052	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828387053
ERROR	GET task: No attribute named 'thiis' is defined 	1720828387053
USER	Task API Test	END	1720828387053
USER	Task API Test	START	1720828387054
REQUEST		POST task	1720828386116	1720828387107	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828387108
ERROR	GET task: No attribute named 'thiis' is defined 	1720828387108
USER	Task API Test	END	1720828387108
USER	Task API Test	START	1720828387109
REQUEST		POST task	1720828386172	1720828387122	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828387123
ERROR	GET task: No attribute named 'thiis' is defined 	1720828387123
USER	Task API Test	END	1720828387123
USER	Task API Test	START	1720828387124
REQUEST		POST task	1720828387013	1720828387334	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828387335
ERROR	GET task: No attribute named 'thiis' is defined 	1720828387335
USER	Task API Test	END	1720828387335
REQUEST		POST task	1720828387053	1720828387335	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828387335
ERROR	GET task: No attribute named 'thiis' is defined 	1720828387335
USER	Task API Test	END	1720828387336
USER	Task API Test	START	1720828387336
USER	Task API Test	START	1720828387336
REQUEST		POST task	1720828386341	1720828387358	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828387359
ERROR	GET task: No attribute named 'thiis' is defined 	1720828387359
USER	Task API Test	END	1720828387359
USER	Task API Test	START	1720828387359
REQUEST		POST task	1720828387108	1720828387402	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828387403
ERROR	GET task: No attribute named 'thiis' is defined 	1720828387403
USER	Task API Test	END	1720828387403
USER	Task API Test	START	1720828387403
REQUEST		POST task	1720828387123	1720828387412	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828387412
ERROR	GET task: No attribute named 'thiis' is defined 	1720828387412
USER	Task API Test	END	1720828387412
USER	Task API Test	START	1720828387413
REQUEST		POST task	1720828387336	1720828387626	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828387627
ERROR	GET task: No attribute named 'thiis' is defined 	1720828387627
USER	Task API Test	END	1720828387627
USER	Task API Test	START	1720828387628
REQUEST		POST task	1720828387359	1720828387663	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828387664
ERROR	GET task: No attribute named 'thiis' is defined 	1720828387664
USER	Task API Test	END	1720828387664
USER	Task API Test	START	1720828387665
REQUEST		POST task	1720828387413	1720828387699	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828387700
ERROR	GET task: No attribute named 'thiis' is defined 	1720828387700
USER	Task API Test	END	1720828387700
USER	Task API Test	START	1720828387701
REQUEST		POST task	1720828387403	1720828387710	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828387711
ERROR	GET task: No attribute named 'thiis' is defined 	1720828387711
USER	Task API Test	END	1720828387711
USER	Task API Test	START	1720828387712
REQUEST		POST task	1720828386806	1720828387795	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828387795
ERROR	GET task: No attribute named 'thiis' is defined 	1720828387795
USER	Task API Test	END	1720828387796
USER	Task API Test	START	1720828387797
REQUEST		POST task	1720828386959	1720828387900	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828387901
ERROR	GET task: No attribute named 'thiis' is defined 	1720828387901
USER	Task API Test	END	1720828387901
USER	Task API Test	START	1720828387902
REQUEST		POST task	1720828386952	1720828387925	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828387925
ERROR	GET task: No attribute named 'thiis' is defined 	1720828387925
USER	Task API Test	END	1720828387926
USER	Task API Test	START	1720828387926
REQUEST		POST task	1720828387627	1720828387929	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828387929
ERROR	GET task: No attribute named 'thiis' is defined 	1720828387929
USER	Task API Test	END	1720828387930
USER	Task API Test	START	1720828387930
REQUEST		POST task	1720828387664	1720828387964	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828387964
ERROR	GET task: No attribute named 'thiis' is defined 	1720828387964
USER	Task API Test	END	1720828387965
USER	Task API Test	START	1720828387965
REQUEST		POST task	1720828386992	1720828387987	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828387988
ERROR	GET task: No attribute named 'thiis' is defined 	1720828387988
USER	Task API Test	END	1720828387988
USER	Task API Test	START	1720828387989
REQUEST		POST task	1720828387027	1720828388022	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388023
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388023
USER	Task API Test	END	1720828388023
USER	Task API Test	START	1720828388023
REQUEST		POST task	1720828387796	1720828388095	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388095
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388095
USER	Task API Test	END	1720828388095
USER	Task API Test	START	1720828388096
REQUEST		POST task	1720828387930	1720828388221	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388221
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388221
USER	Task API Test	END	1720828388222
USER	Task API Test	START	1720828388222
REQUEST		POST task	1720828387965	1720828388233	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388233
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388233
USER	Task API Test	END	1720828388233
USER	Task API Test	START	1720828388234
REQUEST		POST task	1720828387926	1720828388234	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388234
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388234
USER	Task API Test	END	1720828388234
USER	Task API Test	START	1720828388235
REQUEST		POST task	1720828387988	1720828388281	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388282
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388282
USER	Task API Test	END	1720828388282
USER	Task API Test	START	1720828388282
REQUEST		POST task	1720828388023	1720828388307	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388307
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388307
USER	Task API Test	END	1720828388307
USER	Task API Test	START	1720828388308
REQUEST		POST task	1720828387336	1720828388332	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388332
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388333
USER	Task API Test	END	1720828388333
USER	Task API Test	START	1720828388333
REQUEST		POST task	1720828388234	1720828388512	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388512
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388512
USER	Task API Test	END	1720828388513
USER	Task API Test	START	1720828388513
REQUEST		POST task	1720828388222	1720828388520	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388520
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388520
USER	Task API Test	END	1720828388521
USER	Task API Test	START	1720828388521
REQUEST		POST task	1720828388282	1720828388583	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388583
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388583
USER	Task API Test	END	1720828388583
USER	Task API Test	START	1720828388584
REQUEST		POST task	1720828388307	1720828388589	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388590
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388590
USER	Task API Test	END	1720828388590
USER	Task API Test	START	1720828388590
REQUEST		POST task	1720828388333	1720828388633	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388633
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388633
USER	Task API Test	END	1720828388634
USER	Task API Test	START	1720828388634
REQUEST		POST task	1720828387711	1720828388698	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388699
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388699
USER	Task API Test	END	1720828388699
USER	Task API Test	START	1720828388699
REQUEST		POST task	1720828387700	1720828388699	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388700
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388700
USER	Task API Test	END	1720828388700
USER	Task API Test	START	1720828388700
REQUEST		POST task	1720828388521	1720828388804	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388805
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388805
USER	Task API Test	END	1720828388805
USER	Task API Test	START	1720828388806
REQUEST		POST task	1720828388513	1720828388814	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388815
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388815
USER	Task API Test	END	1720828388815
USER	Task API Test	START	1720828388815
REQUEST		POST task	1720828387901	1720828388847	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388847
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388847
USER	Task API Test	END	1720828388848
USER	Task API Test	START	1720828388848
REQUEST		POST task	1720828388590	1720828388874	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388874
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388875
USER	Task API Test	END	1720828388875
USER	Task API Test	START	1720828388875
REQUEST		POST task	1720828388584	1720828388884	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388884
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388884
USER	Task API Test	END	1720828388885
USER	Task API Test	START	1720828388885
REQUEST		POST task	1720828388700	1720828388997	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388998
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388998
REQUEST		POST task	1720828388699	1720828388998	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828388998
ERROR	GET task: No attribute named 'thiis' is defined 	1720828388998
USER	Task API Test	END	1720828388998
USER	Task API Test	END	1720828388999
USER	Task API Test	START	1720828388999
USER	Task API Test	START	1720828388999
REQUEST		POST task	1720828388095	1720828389094	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389094
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389094
USER	Task API Test	END	1720828389094
USER	Task API Test	START	1720828389095
REQUEST		POST task	1720828388805	1720828389095	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389096
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389096
USER	Task API Test	END	1720828389096
USER	Task API Test	START	1720828389096
REQUEST		POST task	1720828388815	1720828389123	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389123
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389123
USER	Task API Test	END	1720828389123
USER	Task API Test	START	1720828389124
REQUEST		POST task	1720828388848	1720828389149	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389149
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389149
USER	Task API Test	END	1720828389149
USER	Task API Test	START	1720828389150
REQUEST		POST task	1720828388875	1720828389167	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389167
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389167
USER	Task API Test	END	1720828389168
USER	Task API Test	START	1720828389168
REQUEST		POST task	1720828388885	1720828389190	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389190
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389190
USER	Task API Test	END	1720828389190
USER	Task API Test	START	1720828389191
REQUEST		POST task	1720828388234	1720828389247	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389247
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389248
USER	Task API Test	END	1720828389248
USER	Task API Test	START	1720828389248
REQUEST		POST task	1720828388999	1720828389283	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389284
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389284
USER	Task API Test	END	1720828389284
USER	Task API Test	START	1720828389285
REQUEST		POST task	1720828388998	1720828389309	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389309
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389309
USER	Task API Test	END	1720828389309
USER	Task API Test	START	1720828389310
REQUEST		POST task	1720828389095	1720828389379	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389380
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389380
USER	Task API Test	END	1720828389380
USER	Task API Test	START	1720828389380
REQUEST		POST task	1720828389096	1720828389394	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389394
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389394
USER	Task API Test	END	1720828389395
USER	Task API Test	START	1720828389395
REQUEST		POST task	1720828389124	1720828389435	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389435
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389435
USER	Task API Test	END	1720828389436
USER	Task API Test	START	1720828389436
REQUEST		POST task	1720828389150	1720828389447	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389447
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389447
USER	Task API Test	END	1720828389447
USER	Task API Test	START	1720828389448
REQUEST		POST task	1720828389168	1720828389463	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389463
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389463
USER	Task API Test	END	1720828389463
USER	Task API Test	START	1720828389464
REQUEST		POST task	1720828388634	1720828389578	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389578
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389578
USER	Task API Test	END	1720828389579
USER	Task API Test	START	1720828389579
REQUEST		POST task	1720828389285	1720828389594	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389594
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389594
USER	Task API Test	END	1720828389595
USER	Task API Test	START	1720828389595
REQUEST		POST task	1720828389310	1720828389601	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389601
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389601
USER	Task API Test	END	1720828389602
USER	Task API Test	START	1720828389602
REQUEST		POST task	1720828389380	1720828389676	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389676
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389676
USER	Task API Test	END	1720828389677
USER	Task API Test	START	1720828389677
REQUEST		POST task	1720828389395	1720828389690	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389690
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389690
USER	Task API Test	END	1720828389691
USER	Task API Test	START	1720828389691
REQUEST		POST task	1720828389447	1720828389738	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389739
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389739
USER	Task API Test	END	1720828389739
REQUEST		POST task	1720828389436	1720828389739	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389739
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389739
USER	Task API Test	END	1720828389740
USER	Task API Test	START	1720828389740
USER	Task API Test	START	1720828389740
REQUEST		POST task	1720828389464	1720828389750	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389750
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389750
USER	Task API Test	END	1720828389751
USER	Task API Test	START	1720828389751
REQUEST		POST task	1720828389595	1720828389896	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389896
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389896
USER	Task API Test	END	1720828389896
USER	Task API Test	START	1720828389897
REQUEST		POST task	1720828389602	1720828389901	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389901
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389901
USER	Task API Test	END	1720828389901
USER	Task API Test	START	1720828389902
REQUEST		POST task	1720828389677	1720828389974	KO	status.find.is(200), but actually found 405
REQUEST		POST task	1720828389691	1720828389974	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389975
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389975
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828389975
ERROR	GET task: No attribute named 'thiis' is defined 	1720828389975
USER	Task API Test	END	1720828389975
USER	Task API Test	END	1720828389975
USER	Task API Test	START	1720828389976
USER	Task API Test	START	1720828389976
REQUEST		POST task	1720828389740	1720828390026	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390027
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390027
USER	Task API Test	END	1720828390027
USER	Task API Test	START	1720828390028
REQUEST		POST task	1720828389740	1720828390045	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390046
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390046
USER	Task API Test	END	1720828390046
USER	Task API Test	START	1720828390046
REQUEST		POST task	1720828389751	1720828390052	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390053
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390053
USER	Task API Test	END	1720828390053
USER	Task API Test	START	1720828390054
REQUEST		POST task	1720828389190	1720828390147	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390147
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390147
USER	Task API Test	END	1720828390148
USER	Task API Test	START	1720828390148
REQUEST		POST task	1720828389248	1720828390195	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390196
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390196
USER	Task API Test	END	1720828390196
USER	Task API Test	START	1720828390197
REQUEST		POST task	1720828389897	1720828390197	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390197
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390197
USER	Task API Test	END	1720828390198
USER	Task API Test	START	1720828390198
REQUEST		POST task	1720828389976	1720828390270	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390270
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390270
USER	Task API Test	END	1720828390271
